incident_name,hacker_address,tx_type,hash,blockNumber,timeStamp,from,to,value,gas,gasPrice,gasUsed,methodId,functionName
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0xbe8f8c28f17cf84ff966a6d288b494e24b4cd232a19930572d467232fe6bb38a,6441781,1538514466,0x65cdb35a1e7803c791f3f82852cce89ecc38a9e7,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,500000000000000000,21000,11000000000,21000,0x,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0xd8a242c8638bcb452f466e0fe9a400d1733ac8e3490232e7b9a136ba8f8a4925,6441816,1538514894,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,,0,546995,10100000000,546995,0x61022060,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x2c049ea1620e61243174b9e1573e64655d55ff8d93508e76e2c640bbe8216fd0,6467219,1538872353,0xa904373c7031ef748fb818b96895546d9e696ad2,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,5000000000000000000,21000,2000000000,21000,0x,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0xce3a58b81273b3e7735fccdce0ea5f664720d8a23d0c4471379fed01acb4837b,6467235,1538872608,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,,0,441728,5100000000,441728,0x60806040,"atInversebrah(int248 a, uint48[] b, uint32 c, bytes20[] d, bytes30[] e)"
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x84033e0c908cab415359b5a1a54289a533b20b8450836ceb13190848c2aac6a8,6467246,1538872749,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,100000000000000000,881764,13370000000,744511,0x58f69e07,exploit(uint256 _amount)
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x21e9d20b57f6ae60dac23466c8395d47f42dc24628e5a31f224567a2b4effa88,6467248,1538872770,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,5000000000000000000,4340996,13370000000,4090579,0x58f69e07,exploit(uint256 _amount)
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0xf95e87181d4f0ca831c15e3f401818d06b7c3a281fbccd9544a4669133078099,6467258,1538872911,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,500000000000000000,2004753,13370000000,1865481,0x58f69e07,exploit(uint256 _amount)
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x2228e2ac9fe71f517eec12e4d9d68217c725ef21bb407c82d1dda00709137ac1,6467270,1538873076,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,100000000000000000,1736209,13370000000,1585899,0x58f69e07,exploit(uint256 _amount)
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x41af661b529967c83dd61e489a0a0728378fb74a961f15b2c800637fe332c6bc,6468208,1538886062,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,761572791078387201,493312,13370000000,356059,0x58f69e07,exploit(uint256 _amount)
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x01542ae809d200cbf9cce30435b90916faecea2c2f8edc4fdf2b4a9a1b6d8b63,6468581,1538891107,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xf91546835f756da0c10cfa0cda95b15577b84aa7,0,127452,13370000000,127452,0xaeba142c,"createChannel(bytes32 _lcID, address _partyI, uint256 _confirmTime, address _token, uint256[2] _balances)"
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x5d8fd3dd6395adff7611cd47bdc7cd9a19121dc05c258098216c067ec80aa7de,6468604,1538891341,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xf91546835f756da0c10cfa0cda95b15577b84aa7,0,62425,13370000000,62425,0x23866438,"joinChannel(bytes32 _lcID, uint256[2] _balances)"
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x8a18c77dd4a1d4a602d2d7607b2440a88f54d0585e3c4fe7c3d679621bc4c1d5,6471255,1538928490,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,,0,442496,13370000000,442496,0x60806040,"atInversebrah(int248 a, uint48[] b, uint32 c, bytes20[] d, bytes30[] e)"
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0xf120b79aa0af659d23b9824f6a68c8ccfb63cfd63b5e45f8658cee558935b45d,6471261,1538928606,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xaaad8d7ae50d5dd6ffa9d29a2531ab2a67803a1f,1320078595324127602,508312,13370000000,371059,0x58f69e07,exploit(uint256 _amount)
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0xd8d5a14f57925db1b745e2b4427c4fc1d5a59587a6c9288c3b772d7533a68876,6472826,1538950006,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xaaad8d7ae50d5dd6ffa9d29a2531ab2a67803a1f,296583126463213179,493312,13370000000,356059,0x58f69e07,exploit(uint256 _amount)
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x1129e5407a4cdb74adb557ff0ad0d934a29215778dfae7c71b33fd9c5410ca43,6497774,1539299531,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0xd03f3e6c1b7272aa1f2336c1856a74d759fd0a6a,170735008043165727982,21000,78000000000,21000,0x,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,normal,0x45579346f0918dc54da4402832ec6fe1a0a615764ae23833613bb73ac72a3195,6565455,1540253623,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,0x957cd4ff9b3894fc78b5134a8dc72b032ffbc464,54000000012000,21000,1428571428,21000,0x,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,internal,0x84033e0c908cab415359b5a1a54289a533b20b8450836ceb13190848c2aac6a8,6467246,1538872749,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,500000000000000000,2300,,0,,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,internal,0x21e9d20b57f6ae60dac23466c8395d47f42dc24628e5a31f224567a2b4effa88,6467248,1538872770,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,160000000000000000000,2300,,0,,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,internal,0xf95e87181d4f0ca831c15e3f401818d06b7c3a281fbccd9544a4669133078099,6467258,1538872911,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,7000000000000000000,2300,,0,,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,internal,0x2228e2ac9fe71f517eec12e4d9d68217c725ef21bb407c82d1dda00709137ac1,6467270,1538873076,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,1200000000000000000,2300,,0,,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,internal,0x41af661b529967c83dd61e489a0a0728378fb74a961f15b2c800637fe332c6bc,6468208,1538886062,0xc5918a927c4fb83fe99e30d6f66707f4b396900e,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,1523145582156774402,2300,,0,,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,internal,0xf120b79aa0af659d23b9824f6a68c8ccfb63cfd63b5e45f8658cee558935b45d,6471261,1538928606,0xaaad8d7ae50d5dd6ffa9d29a2531ab2a67803a1f,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,2640157190648255204,2300,,0,,
SpankChain,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,internal,0xd8d5a14f57925db1b745e2b4427c4fc1d5a59587a6c9288c3b772d7533a68876,6472826,1538950006,0xaaad8d7ae50d5dd6ffa9d29a2531ab2a67803a1f,0xcf267ea3f1ebae3c29fea0a3253f94f3122c2199,593166252926426358,2300,,0,,
